author,author_type,url,location,deal_type,accommodation_type,floor,floors_count,rooms_count,total_meters,price_per_month,commissions,price,district,street,house_number,underground,residential_complex
Самолет,developer,https://www.cian.ru/sale/flat/299291703/,Москва,sale,flat,15,16,1,32.7,-1,0,6865607.0,,,к2,Филатов Луг,Цветочные Поляны
МИЭЛЬ,real_estate_agent,https://www.cian.ru/sale/flat/298111008/,Москва,sale,flat,1,2,1,12.5,-1,0,6875000.0,Басманный,Гороховский переулок,6/1С2,Курская,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846878/,Москва,sale,flat,1,3,1,39.2,-1,0,6860000.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/292082038/,Москва,sale,flat,1,5,1,34.61,-1,0,6923761.0,,,к30,Рассказовка,Новое Внуково ЖК
ЕГСН Продажа,real_estate_agent,https://www.cian.ru/sale/flat/299611997/,Москва,sale,flat,9,17,1,24.0,-1,0,6900000.0,, 3-я Нововатутинская,11,Коммунарка,
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846888/,Москва,sale,flat,1,3,1,45.9,-1,0,6917130.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
А101,developer,https://www.cian.ru/sale/flat/297138868/,Москва,sale,flat,2,9,1,34.6,-1,0,6949791.0,,,2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650623/,Москва,sale,flat,10,10,1,34.04,-1,0,6946602.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650719/,Москва,sale,flat,9,9,1,35.39,-1,0,6931725.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299291694/,Москва,sale,flat,14,14,1,35.3,-1,0,6926560.0,,,к2,Филатов Луг,Цветочные Поляны
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846922/,Москва,sale,flat,1,3,1,39.6,-1,0,6930000.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
,,https://www.cian.ru/sale/flat/277241898/,Москва,sale,flat,2,7,1,43.14,-1,0,6988680.0,,,к6,Рассказовка,Эдельвейс ЖК
,,https://www.cian.ru/sale/flat/277241838/,Москва,sale,flat,2,7,1,43.61,-1,0,7064820.0,,,к6,Рассказовка,Эдельвейс ЖК
Инград,developer,https://www.cian.ru/sale/flat/300383808/,Москва,sale,flat,14,22,1,24.6,-1,0,7082534.0,,,к5,Саларьево,Филатов Луг ЖК
А101,developer,https://www.cian.ru/sale/flat/301534524/,Москва,sale,flat,3,10,1,35.1,-1,0,7074822.0,,,,Толстопальцево,Родные кварталы
ID 116056234,developer,https://www.cian.ru/sale/flat/301517013/,Москва,sale,flat,2,23,1,25.3,-1,0,7039472.0,Куркино,Куркинское шоссе,15С3,Химки,Куркино 15
ЛэндЛ,real_estate_agent,https://www.cian.ru/sale/flat/294760157/,Москва,sale,flat,5,16,1,20.3,-1,0,7000000.0,Очаково-Матвеевское,Аминьевское шоссе,17,Давыдково,
Самолет,developer,https://www.cian.ru/sale/flat/291747026/,Москва,sale,flat,1,5,1,34.63,-1,0,7104411.0,,,к29,Рассказовка,Новое Внуково ЖК
Ольга Троицкая,realtor,https://www.cian.ru/sale/flat/299702158/,Москва,sale,flat,3,16,1,39.0,-1,0,7100000.0,, Дмитрия Кабалевского,20,Ватутинки,
Самолет,developer,https://www.cian.ru/sale/flat/293149511/,Москва,sale,flat,1,7,1,34.74,-1,0,7173911.0,,,к28,Рассказовка,Новое Внуково ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301687954/,Москва,sale,flat,11,23,1,24.3,-1,0,7215128.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
А101,developer,https://www.cian.ru/sale/flat/295067417/,Москва,sale,flat,4,9,1,33.9,-1,0,7249481.0,,,2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/301534628/,Москва,sale,flat,6,10,1,36.6,-1,0,7211428.0,,,,Толстопальцево,Родные кварталы
Гарант-Недвижимость,real_estate_agent,https://www.cian.ru/sale/flat/301750636/,Москва,sale,flat,3,5,1,19.2,-1,0,7200000.0,Солнцево, 50 лет Октября,2К2,Говорово,
Самолет,developer,https://www.cian.ru/sale/flat/301110964/,Москва,sale,flat,16,17,1,34.1,-1,0,7169794.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650605/,Москва,sale,flat,2,10,1,35.79,-1,0,7196343.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650715/,Москва,sale,flat,2,9,1,35.78,-1,0,7202082.0,,,к31,Рассказовка,Новое Внуково ЖК
Upside Development,developer,https://www.cian.ru/sale/flat/297367337/,Москва,sale,flat,6,8,1,35.28,-1,0,7210000.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Самолет,developer,https://www.cian.ru/sale/flat/296654126/,Москва,sale,flat,1,9,1,38.26,-1,0,7277739.0,,,к30,Рассказовка,Новое Внуково ЖК
,,https://www.cian.ru/sale/flat/277241846/,Москва,sale,flat,2,7,1,44.88,-1,0,7270560.0,,,к6,Рассказовка,Эдельвейс ЖК
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/299233130/,Москва,sale,flat,7,9,1,35.5,-1,0,7290000.0,,,14,Коммунарка,
Самолет,developer,https://www.cian.ru/sale/flat/297650595/,Москва,sale,flat,9,9,1,35.22,-1,0,7253715.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301190562/,Москва,sale,flat,8,16,1,27.0,-1,0,7262402.0,,,к6,Филатов Луг,Цветочные Поляны
Апрелевка С2,developer,https://www.cian.ru/sale/flat/293999185/,Москва,sale,flat,1,3,1,40.8,-1,0,7262400.0,, Генерала Донскова,25к8,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/299285833/,Москва,sale,flat,1,7,1,38.27,-1,0,7315273.0,,,к28,Рассказовка,Новое Внуково ЖК
Инград,developer,https://www.cian.ru/sale/flat/300383505/,Москва,sale,flat,5,22,1,28.9,-1,0,7340206.0,,,к6,Саларьево,Филатов Луг ЖК
Инград,developer,https://www.cian.ru/sale/flat/301073233/,Москва,sale,flat,2,22,1,27.8,-1,0,7337290.0,,,к5,Саларьево,Филатов Луг ЖК
А101,developer,https://www.cian.ru/sale/flat/295067409/,Москва,sale,flat,3,9,1,32.4,-1,0,7344464.0,,,2,Толстопальцево,Родные кварталы ЖК
КРОСТ,developer,https://www.cian.ru/sale/flat/287731995/,Москва,sale,flat,18,21,1,27.6,-1,0,7314000.0,,,,Прокшино,Новая Звезда ЖК
Самолет,developer,https://www.cian.ru/sale/flat/292085288/,Москва,sale,flat,9,14,1,35.4,-1,0,7346947.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297780242/,Москва,sale,flat,2,17,1,44.98,-1,0,7340740.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301110960/,Москва,sale,flat,14,17,1,37.74,-1,0,7324337.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295316911/,Москва,sale,flat,12,16,1,38.2,-1,0,7344394.0,,,к1,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/296435656/,Москва,sale,flat,14,16,1,32.6,-1,0,7332116.0,,,4-5,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/301110954/,Москва,sale,flat,11,17,1,39.15,-1,0,7410073.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650757/,Москва,sale,flat,8,9,1,32.93,-1,0,7394589.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296435630/,Москва,sale,flat,9,16,1,33.5,-1,0,7409731.0,,,к1,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/301118818/,Москва,sale,flat,2,17,1,33.77,-1,0,7420911.0,,,к12,Филатов Луг,Цветочные Поляны ЖК
ID 116056234,developer,https://www.cian.ru/sale/flat/301517032/,Москва,sale,flat,3,23,1,26.0,-1,0,7411560.0,Куркино,Куркинское шоссе,15С3,Химки,Куркино 15
Самолет Плюс,real_estate_agent,https://www.cian.ru/sale/flat/300297349/,Москва,sale,flat,3,12,1,30.0,-1,0,7400000.0,,проспект Куприна,40к1,Бунинская аллея,Эко Бунино
Самолет,developer,https://www.cian.ru/sale/flat/291213854/,Москва,sale,flat,9,9,1,36.38,-1,0,7474000.0,,,к28,Рассказовка,Новое Внуково ЖК
А101,developer,https://www.cian.ru/sale/flat/298425677/,Москва,sale,flat,4,9,1,32.5,-1,0,7471068.0,,,2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650710/,Москва,sale,flat,2,9,1,40.9,-1,0,7499676.0,,,к31,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650729/,Москва,sale,flat,9,9,1,34.01,-1,0,7469511.0,,,к31,Рассказовка,Новое Внуково ЖК
ФСК,developer,https://www.cian.ru/sale/flat/296785682/,Москва,sale,flat,3,15,1,28.79,-1,0,7456918.0,,,к2,Солнцево,Движение. Говорово ЖК
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298794106/,Москва,sale,flat,7,7,1,19.1,-1,0,7490000.0,Марьина роща,проезд 3-й Марьиной рощи,40С1,Марьина Роща,
Самолет,developer,https://www.cian.ru/sale/flat/285397966/,Москва,sale,flat,3,14,1,33.1,-1,0,7523506.0,, Аэростатная,14к3,Рассказовка,Новое Внуково
,,https://www.cian.ru/sale/flat/301730744/,Москва,sale,flat,17,17,1,30.9,-1,0,7598344.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301118806/,Москва,sale,flat,1,21,1,36.08,-1,0,7564932.0,,,к12,Филатов Луг,Цветочные Поляны ЖК
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/301129398/,Москва,sale,flat,7,16,1,45.0,-1,0,7500000.0,,,23А,Апрелевка,
Самолет,developer,https://www.cian.ru/sale/flat/298029052/,Москва,sale,flat,13,17,1,35.63,-1,0,7521235.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/289082182/,Москва,sale,flat,2,17,1,33.94,-1,0,7593381.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650813/,Москва,sale,flat,8,9,1,34.27,-1,0,7518762.0,,,к33,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296488332/,Москва,sale,flat,14,16,1,40.2,-1,0,7553046.0,,,к1,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/295317129/,Москва,sale,flat,11,14,1,33.6,-1,0,7535598.0,,,4-5,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/301118813/,Москва,sale,flat,13,17,1,33.46,-1,0,7584663.0,,,к12,Филатов Луг,Цветочные Поляны ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301118808/,Москва,sale,flat,2,17,1,35.43,-1,0,7537807.0,,,к12,Филатов Луг,Цветочные Поляны ЖК
ФСК,developer,https://www.cian.ru/sale/flat/299343160/,Москва,sale,flat,7,15,1,28.47,-1,0,7597353.0,,,к2,Солнцево,Движение. Говорово ЖК
ФСК,developer,https://www.cian.ru/sale/flat/296785620/,Москва,sale,flat,12,15,1,26.46,-1,0,7523604.0,,,к2,Солнцево,Движение. Говорово ЖК
Upside Development,developer,https://www.cian.ru/sale/flat/297367332/,Москва,sale,flat,1,8,1,36.24,-1,0,7562800.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Upside Development,developer,https://www.cian.ru/sale/flat/297367277/,Москва,sale,flat,2,8,1,37.65,-1,0,7598950.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
,,https://www.cian.ru/sale/flat/277241812/,Москва,sale,flat,4,7,1,45.92,-1,0,7530880.0,,,к6,Рассказовка,Эдельвейс ЖК
ID 1659898,realtor,https://www.cian.ru/sale/flat/301467670/,Москва,sale,flat,11,15,1,39.2,-1,0,7550000.0,,,,,
ID 20196207,homeowner,https://www.cian.ru/sale/flat/298433898/,Москва,sale,flat,4,7,1,43.5,-1,0,7500000.0,Десеновское поселение,аллея Буковая,14,,Андерсен
Самолет,developer,https://www.cian.ru/sale/flat/293149506/,Москва,sale,flat,2,9,1,37.04,-1,0,7614831.0,,,к28,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/291213805/,Москва,sale,flat,1,9,1,36.55,-1,0,7600198.0,,,к30,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/292085283/,Москва,sale,flat,2,17,1,32.26,-1,0,7636439.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/298029049/,Москва,sale,flat,15,17,1,32.89,-1,0,7645297.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Upside Development,developer,https://www.cian.ru/sale/flat/297367278/,Москва,sale,flat,1,8,1,33.99,-1,0,7616340.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Самолет,developer,https://www.cian.ru/sale/flat/296654119/,Москва,sale,flat,1,5,1,40.79,-1,0,7728286.0,,,к30,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/285397360/,Москва,sale,flat,3,14,1,36.4,-1,0,7656412.0,, Аэростатная,14к2,Рассказовка,Новое Внуково
,,https://www.cian.ru/sale/flat/301676743/,Москва,sale,flat,10,17,1,32.5,-1,0,7729915.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
,,https://www.cian.ru/sale/flat/301676752/,Москва,sale,flat,10,17,1,32.3,-1,0,7713703.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300306027/,Москва,sale,flat,9,14,1,35.4,-1,0,7702814.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299286325/,Москва,sale,flat,11,17,1,32.31,-1,0,7740033.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295317109/,Москва,sale,flat,11,14,1,34.5,-1,0,7722612.0,,,4-5,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/294793796/,Москва,sale,flat,4,5,1,37.04,-1,0,7806823.0,,,к29,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300305575/,Москва,sale,flat,8,14,1,34.71,-1,0,7832175.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296653999/,Москва,sale,flat,2,14,1,35.81,-1,0,7771216.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296653839/,Москва,sale,flat,11,12,1,35.81,-1,0,7813973.0,,,к23,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299384306/,Москва,sale,flat,12,14,1,32.67,-1,0,7799883.0,,,к19,Щербинка,Остафьево ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/301687935/,Москва,sale,flat,7,23,1,25.4,-1,0,7795728.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
ИПОМАКС,real_estate_agent,https://www.cian.ru/sale/flat/300889335/,Москва,sale,flat,1,5,1,37.9,-1,0,7800000.0,, Центральная,9,Крёкшино,
Самолет,developer,https://www.cian.ru/sale/flat/295341969/,Москва,sale,flat,14,17,1,32.89,-1,0,7834910.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/299291691/,Москва,sale,flat,14,16,1,40.3,-1,0,7773641.0,,,к2,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/295317586/,Москва,sale,flat,13,13,1,32.59,-1,0,7780323.0,,,к8,Филатов Луг,Цветочные Поляны ЖК
Msk Estate,real_estate_agent,https://www.cian.ru/sale/flat/298720724/,Москва,sale,flat,2,4,1,17.5,-1,0,7840000.0,Соколиная гора,Щербаковская ,53К17,Измайлово,
Upside Development,developer,https://www.cian.ru/sale/flat/297367368/,Москва,sale,flat,3,8,1,37.32,-1,0,7771080.0,Бибирево, Корнейчука,27,Алтуфьево,Clementine
Самолет,developer,https://www.cian.ru/sale/flat/296654096/,Москва,sale,flat,2,7,1,38.93,-1,0,7865883.0,,,к28,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296653845/,Москва,sale,flat,2,12,1,34.64,-1,0,7866976.0,,,к23,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296862680/,Москва,sale,flat,2,14,1,35.91,-1,0,7887861.0,,,к19,Щербинка,Остафьево ЖК
Группа Аквилон,developer,https://www.cian.ru/sale/flat/298797882/,Москва,sale,flat,7,23,1,25.8,-1,0,7869698.0,Отрадное,Сигнальный проезд,12,Владыкино,Akvilon Signal
,,https://www.cian.ru/sale/flat/301316781/,Москва,sale,flat,3,24,1,34.1,-1,0,7887450.0,Тимирязевский,к3.6,к3.6,Верхние Лихоборы,Большая Академическая 85 ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300483959/,Москва,sale,flat,11,16,1,33.5,-1,0,7866528.0,,,к3,Филатов Луг,Цветочные Поляны
ПИК,developer,https://www.cian.ru/sale/flat/298764632/,Москва,sale,flat,2,11,1,32.1,-1,0,7855768.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,Зеленый Парк ЖК
Апрелевка С2,developer,https://www.cian.ru/sale/flat/297846901/,Москва,sale,flat,2,3,1,36.2,-1,0,7891600.0,, Генерала Донскова,29к5,Апрелевка,Борисоглебское
Самолет,developer,https://www.cian.ru/sale/flat/296865147/,Москва,sale,flat,2,9,1,38.97,-1,0,7950991.0,,,к30,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296653964/,Москва,sale,flat,6,14,1,38.4,-1,0,7965874.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/301459566/,Москва,sale,flat,13,14,1,34.44,-1,0,7954114.0,,,к22,Щербинка,Остафьево ЖК
,,https://www.cian.ru/sale/flat/299513280/,Москва,sale,flat,9,17,1,35.9,-1,0,7946543.0,Южное Бутово,,3.1,Щербинка,Никольские Луга ЖК
,,https://www.cian.ru/sale/flat/300346291/,Москва,sale,flat,3,14,1,32.7,-1,0,7909957.0,Тимирязевский,к3.5,к3.5,Верхние Лихоборы,Большая Академическая 85 ЖК
,,https://www.cian.ru/sale/flat/299509687/,Москва,sale,flat,2,24,1,32.7,-1,0,7900680.0,Тимирязевский,к3.6,к3.6,Верхние Лихоборы,Большая Академическая 85 ЖК
,,https://www.cian.ru/sale/flat/301357388/,Москва,sale,flat,2,17,1,34.4,-1,0,7975123.0,, Мостотреста,,Щербинка,Юнино
Самолет,developer,https://www.cian.ru/sale/flat/290481446/,Москва,sale,flat,13,23,1,34.47,-1,0,7974306.0,,,к2.2,Румянцево,Тропарево Парк
Plus Development,developer,https://www.cian.ru/sale/flat/298554253/,Москва,sale,flat,5,23,1,41.1,-1,0,7996222.0,,,,Филатов Луг,Детали ЖК
Инград,developer,https://www.cian.ru/sale/flat/301197119/,Москва,sale,flat,2,12,1,26.7,-1,0,7914937.0,,,к6,Саларьево,Филатов Луг ЖК
А101,developer,https://www.cian.ru/sale/flat/301796045/,Москва,sale,flat,2,9,1,34.2,-1,0,7933682.0,,,1.2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296612712/,Москва,sale,flat,9,17,1,40.0,-1,0,7909733.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/293981190/,Москва,sale,flat,2,17,1,38.14,-1,0,7941840.0,,,к1,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/293981079/,Москва,sale,flat,16,17,1,36.41,-1,0,7998497.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300376530/,Москва,sale,flat,19,23,1,35.27,-1,0,7936411.0,,,к2.2,Румянцево,Тропарево Парк
Самолет,developer,https://www.cian.ru/sale/flat/297650600/,Москва,sale,flat,9,10,1,38.09,-1,0,7997911.0,,,к32,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295382356/,Москва,sale,flat,13,16,1,32.7,-1,0,7990413.0,,,к6,Филатов Луг,Цветочные Поляны
Самолет,developer,https://www.cian.ru/sale/flat/295317449/,Москва,sale,flat,14,14,1,32.88,-1,0,7969726.0,,,к9,Филатов Луг,Цветочные Поляны ЖК
ПИК,developer,https://www.cian.ru/sale/flat/300679693/,Москва,sale,flat,2,11,1,33.8,-1,0,7990725.0,Крюково,Зеленоград,6.3,Зеленоград — Крюково,Зеленый Парк ЖК
Этажи Москва,real_estate_agent,https://www.cian.ru/sale/flat/298901375/,Москва,sale,flat,12,16,1,38.2,-1,0,7990000.0,Южное Бутово, Захарьинские Дворики,3,Щербинка,
ПИК,developer,https://www.cian.ru/sale/flat/301451843/,Москва,sale,flat,9,25,1,32.3,-1,0,7978261.0,Крюково,Зеленоград,6.2,Зеленоград — Крюково,Зеленый Парк ЖК
Инград,developer,https://www.cian.ru/sale/flat/301197116/,Москва,sale,flat,12,12,1,26.2,-1,0,7953344.0,,,к6,Саларьево,Филатов Луг ЖК
,,https://www.cian.ru/sale/flat/299509949/,Москва,sale,flat,2,14,1,34.8,-1,0,7940766.0,Тимирязевский,к3.5,к3.5,Верхние Лихоборы,Большая Академическая 85 ЖК
Статус,real_estate_agent,https://www.cian.ru/sale/flat/301314488/,Москва,sale,flat,4,9,1,35.6,-1,0,7990000.0,,проспект Новосередневский,17к1,Филатов Луг,Середневский лес
Самолет,developer,https://www.cian.ru/sale/flat/300305699/,Москва,sale,flat,2,7,1,43.64,-1,0,8027849.0,,,к28,Рассказовка,Новое Внуково ЖК
,,https://www.cian.ru/sale/flat/301730740/,Москва,sale,flat,12,17,1,34.2,-1,0,8044606.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
Инград,developer,https://www.cian.ru/sale/flat/301100297/,Москва,sale,flat,2,12,1,27.8,-1,0,8021991.0,,,к6,Саларьево,Филатов Луг ЖК
А101,developer,https://www.cian.ru/sale/flat/295212560/,Москва,sale,flat,13,19,1,33.7,-1,0,8040251.0,,,5.1,Бунинская аллея,Бунинские Кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297780237/,Москва,sale,flat,2,17,1,48.04,-1,0,8013976.0,,,к4,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/297650584/,Москва,sale,flat,9,10,1,38.79,-1,0,8047366.0,,,к32,Рассказовка,Новое Внуково ЖК
ПИК,developer,https://www.cian.ru/sale/flat/301582420/,Москва,sale,flat,2,25,1,32.7,-1,0,8002605.0,Крюково,Зеленоград,6.2,Зеленоград — Крюково,Зеленый Парк ЖК
Самолет,developer,https://www.cian.ru/sale/flat/294793927/,Москва,sale,flat,1,9,1,34.36,-1,0,8091234.0,,,к26,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296862659/,Москва,sale,flat,13,14,1,36.55,-1,0,8143151.0,,,к19,Щербинка,Остафьево ЖК
,,https://www.cian.ru/sale/flat/301676669/,Москва,sale,flat,5,17,1,34.5,-1,0,8098427.0,Южное Бутово,,,Щербинка,Никольские Луга ЖК
,,https://www.cian.ru/sale/flat/299513322/,Москва,sale,flat,11,17,1,32.5,-1,0,8095903.0,Южное Бутово,,3.1,Щербинка,Никольские Луга ЖК
ID 116056234,developer,https://www.cian.ru/sale/flat/301517171/,Москва,sale,flat,2,23,1,29.5,-1,0,8134330.0,Куркино,Куркинское шоссе,15С3,Химки,Куркино 15
,,https://www.cian.ru/sale/flat/299509755/,Москва,sale,flat,14,24,1,35.0,-1,0,8138650.0,Тимирязевский,к3.6,к3.6,Верхние Лихоборы,Большая Академическая 85 ЖК
Plus Development,developer,https://www.cian.ru/sale/flat/298554511/,Москва,sale,flat,11,23,1,38.2,-1,0,8059974.0,,,,Филатов Луг,Детали ЖК
А101,developer,https://www.cian.ru/sale/flat/301603833/,Москва,sale,flat,2,9,1,36.7,-1,0,8133234.0,,,1.2,Толстопальцево,Родные кварталы ЖК
Самолет,developer,https://www.cian.ru/sale/flat/293981073/,Москва,sale,flat,2,17,1,38.14,-1,0,8139249.0,,,к2,Филатов Луг,Квартал Марьино ЖК
Самолет,developer,https://www.cian.ru/sale/flat/295382354/,Москва,sale,flat,16,16,1,33.6,-1,0,8098304.0,,,к6,Филатов Луг,Цветочные Поляны
ID 116056234,developer,https://www.cian.ru/sale/flat/301517280/,Москва,sale,flat,4,23,1,28.8,-1,0,8074944.0,Куркино,Куркинское шоссе,15С3,Химки,Куркино 15
ФСК,developer,https://www.cian.ru/sale/flat/294685056/,Москва,sale,flat,7,15,1,32.58,-1,0,8139214.0,,,к1,Румянцево,Движение. Говорово ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300305694/,Москва,sale,flat,1,5,1,44.25,-1,0,8240107.0,,,к29,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/286263750/,Москва,sale,flat,1,8,1,34.74,-1,0,8166155.0,,,к24,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/294793866/,Москва,sale,flat,1,9,1,34.63,-1,0,8227825.0,,,к27,Рассказовка,Новое Внуково ЖК
Самолет,developer,https://www.cian.ru/sale/flat/300305568/,Москва,sale,flat,10,14,1,36.51,-1,0,8165734.0,,,к22,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/294275303/,Москва,sale,flat,14,14,1,34.48,-1,0,8199954.0,,,к13,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296431614/,Москва,sale,flat,14,14,1,32.11,-1,0,8203996.0,,,к15,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296431600/,Москва,sale,flat,14,14,1,32.3,-1,0,8240025.0,,,к16,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296605744/,Москва,sale,flat,7,14,1,32.95,-1,0,8230799.0,,,к16,Щербинка,Остафьево ЖК
Самолет,developer,https://www.cian.ru/sale/flat/296862666/,Москва,sale,flat,6,14,1,37.6,-1,0,8184253.0,,,к19,Щербинка,Остафьево ЖК
,,https://www.cian.ru/sale/flat/299511009/,Москва,sale,flat,2,17,1,32.6,-1,0,8193586.0,, Мостотреста,,Щербинка,Юнино
А101,developer,https://www.cian.ru/sale/flat/292131438/,Москва,sale,flat,12,15,1,33.3,-1,0,8218089.0,,,,Ольховая,Деснаречье ЖК
А101,developer,https://www.cian.ru/sale/flat/296398294/,Москва,sale,flat,2,9,1,35.4,-1,0,8179049.0,,,1.2,Толстопальцево,Родные кварталы ЖК
А101,developer,https://www.cian.ru/sale/flat/301534398/,Москва,sale,flat,7,10,1,34.3,-1,0,8233005.0,,,в 1,Толстопальцево,Родные кварталы
